slug,type,output_path,aspect,prompt,alt_en,alt_ar,alt_ru,kw,cluster,role
phantom-explained-whats-phantom-dubai-icon,inline,public/images/blog/phantom-explained-whats-phantom-dubai-icon-inline.webp,1600x900,"Detail of the Phantom's rear coach-style door open to reveal lambswool-rug footwell and starlight headliner glowing softly, a gloved chauffeur hand on the polished door edge, Dubai hotel entrance bokeh behind, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Phantom at a Dubai hotel entrance at blue hour, a true icon.","رولز رويس فانتوم عند مدخل فندق فاخر في دبي عند الغسق، أيقونة حقيقية.","Rolls-Royce Phantom у входа в отель Дубая в сумерках — настоящая икона.","phantom explained whats phantom dubai icon",MODEL-INFO,Supporting
ghost-car-rent-one-dubai,cover,public/images/blog/ghost-car-rent-one-dubai-cover.jpg,1200x630,"A serene Rolls-Royce Ghost sedan pausing at a DIFC tower forecourt at golden hour, a gloved chauffeur opening the rear coach door for an arriving guest seen only from behind, polished bodywork mirroring warm architecture, no readable license plate, no identifiable faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Chauffeur opens a Rolls-Royce Ghost rear door at DIFC, Dubai.","سائق يفتح باب رولز رويس غوست الخلفي في مركز دبي المالي.","Шофёр открывает заднюю дверь Rolls-Royce Ghost в DIFC, Дубай.","what is a ghost car",RENTAL-COMMERCIAL,Pillar
ghost-car-rent-one-dubai,inline,public/images/blog/ghost-car-rent-one-dubai-inline.webp,1600x900,"A gloved chauffeur's hand presenting the Ghost's key fob over an immaculate leather glovebox, the car's understated grille and illuminated badge soft behind, DIFC golden light, handover moment, no faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Chauffeur opens a Rolls-Royce Ghost rear door at DIFC, Dubai.","سائق يفتح باب رولز رويس غوست الخلفي في مركز دبي المالي.","Шофёр открывает заднюю дверь Rolls-Royce Ghost в DIFC, Дубай.","what is a ghost car",RENTAL-COMMERCIAL,Pillar
rolls-royce-cullinan-black-badge-price-dubai-renters,cover,public/images/blog/rolls-royce-cullinan-black-badge-price-dubai-renters-cover.jpg,1200x630,"A blacked-out Rolls-Royce Cullinan Black Badge SUV with dark-chrome grille and badging waiting at a five-star Dubai hotel porte-cochere at blue hour, a concierge gesturing toward the open door, conveying effortless access not price, no readable license plate, no identifiable faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Cullinan Black Badge at a Dubai hotel, effortless access.","رولز رويس كولينان بلاك بادج عند فندق في دبي، وصول بلا عناء.","Rolls-Royce Cullinan Black Badge у отеля Дубая — доступ без усилий.","rolls royce cullinan black badge price",PRICE-INFO,Pillar
rolls-royce-cullinan-black-badge-price-dubai-renters,inline,public/images/blog/rolls-royce-cullinan-black-badge-price-dubai-renters-inline.webp,1600x900,"A gloved hand passing the Cullinan Black Badge key fob across a marble concierge desk in a Dubai hotel lobby, the dark-chrome SUV glimpsed through glass doors, value-and-access concept, no faces, no price tag, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Cullinan Black Badge at a Dubai hotel, effortless access.","رولز رويس كولينان بلاك بادج عند فندق في دبي، وصول بلا عناء.","Rolls-Royce Cullinan Black Badge у отеля Дубая — доступ без усилий.","rolls royce cullinan black badge price",PRICE-INFO,Pillar
much-cullinan-black-badge-rent-buy-dubai,cover,public/images/blog/much-cullinan-black-badge-rent-buy-dubai-cover.jpg,1200x630,"A Rolls-Royce Cullinan Black Badge SUV in deep black with dark-chrome accents poised on Palm Jumeirah at golden hour, palm fronds and turquoise water soft behind, a concierge handing over keys as a guest steps in from behind, conceptual rent-versus-own access scene, no readable license plate, no identifiable faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Cullinan Black Badge key handover on Palm Jumeirah, Dubai.","تسليم مفتاح رولز رويس كولينان بلاك بادج في نخلة جميرا بدبي.","Передача ключей Rolls-Royce Cullinan Black Badge на Palm Jumeirah, Дубай.","much cullinan black badge buy dubai",PRICE-INFO,Supporting
much-cullinan-black-badge-rent-buy-dubai,inline,public/images/blog/much-cullinan-black-badge-rent-buy-dubai-inline.webp,1600x900,"Close handover detail of a gloved hand offering the Cullinan Black Badge fob beside an open door sill, dark-chrome Spirit of Ecstasy catching Palm Jumeirah golden light, effortless-access concept, no faces, no price tag, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Cullinan Black Badge key handover on Palm Jumeirah, Dubai.","تسليم مفتاح رولز رويس كولينان بلاك بادج في نخلة جميرا بدبي.","Передача ключей Rolls-Royce Cullinan Black Badge на Palm Jumeirah, Дубай.","much cullinan black badge buy dubai",PRICE-INFO,Supporting
cullinan-black-badge-price-smarter-rent-dubai,cover,public/images/blog/cullinan-black-badge-price-smarter-rent-dubai-cover.jpg,1200x630,"A menacingly elegant Rolls-Royce Cullinan Black Badge SUV with blacked-out dark-chrome grille on Sheikh Zayed Road at blue hour, city lights streaking gently behind, a chauffeur opening the rear door for a guest seen from behind, smart-access concept not literal price, no readable license plate, no identifiable faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Cullinan Black Badge on Sheikh Zayed Road at blue hour.","رولز رويس كولينان بلاك بادج على شارع الشيخ زايد عند الغسق.","Rolls-Royce Cullinan Black Badge на шоссе Шейха Зайеда в сумерках.","cullinan black badge price smarter dubai",PRICE-INFO,Supporting
cullinan-black-badge-price-smarter-rent-dubai,inline,public/images/blog/cullinan-black-badge-price-smarter-rent-dubai-inline.webp,1600x900,"A gloved valet hand returning the Cullinan Black Badge key fob at a Dubai hotel porte-cochere, dark-chrome SUV softly lit behind, effortless smarter-to-rent access concept, no faces, no price tag, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Cullinan Black Badge on Sheikh Zayed Road at blue hour.","رولز رويس كولينان بلاك بادج على شارع الشيخ زايد عند الغسق.","Rolls-Royce Cullinan Black Badge на шоссе Шейха Зайеда в сумерках.","cullinan black badge price smarter dubai",PRICE-INFO,Supporting
cullinan-black-badge-worth-price-dubai,cover,public/images/blog/cullinan-black-badge-worth-price-dubai-cover.jpg,1200x630,"A commanding Rolls-Royce Cullinan Black Badge SUV with dark-chrome detailing parked at the desert edge at dusk near Dubai, dunes glowing amber, a concierge presenting an open door to an arriving guest seen from behind, conveying worth and access rather than a number, no readable license plate, no identifiable faces, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 1200:630","Rolls-Royce Cullinan Black Badge at the Dubai desert edge at dusk.","رولز رويس كولينان بلاك بادج عند حافة صحراء دبي وقت الغسق.","Rolls-Royce Cullinan Black Badge на краю пустыни Дубая в сумерках.","cullinan black badge worth price dubai",PRICE-INFO,Supporting
cullinan-black-badge-worth-price-dubai,inline,public/images/blog/cullinan-black-badge-worth-price-dubai-inline.webp,1600x900,"Detail of the Cullinan Black Badge dark-chrome Spirit of Ecstasy and blacked-out grille glinting in desert dusk light, a gloved hand resting on the door, value-worth concept, no faces, no price tag, cinematic editorial photography, photorealistic, shallow depth of field, refined warm-neutral color grade with deep blacks and champagne-gold accents, soft natural light, anamorphic feel, 8k, ultra-detailed, no text, no watermark --ar 16:9","Rolls-Royce Cullinan Black Badge at the Dubai desert edge at dusk.","رولز رويس كولينان بلاك بادج عند حافة صحراء دبي وقت الغسق.","Rolls-Royce Cullinan Black Badge на краю пустыни Дубая в сумерках.","cullinan black badge worth price dubai",PRICE-INFO,Supporting
